concept_id,rus,ukr
997,pɐnʲaˑtʲ,ɔsʲɑɦnutɪ
997,pɐstʲiˑt͡ʃʲ,ɔsʲɑɦnutɪ
998,usɫɨˑʃətʲ,pɔʈ͡ʂutɪ
999,ut͡ʃʲiˑtʲsʲɪ,nɑwʈ͡ʂɑtɪsʲɑ
1000,znaˑtʲ,znɑtɪ
1001,vspɔˑmnʲitʲ,pɑmjɑtɑtɪ
1002,zɐbɨˑtʲ,zɑbutɪ
1003,mʲeˑrʲitʲ,mirʲɑtɪ
1004,st͡ʃʲitaˑtʲ,lʲiʈ͡ʂɪtɪ
1005,st͡ʃʲitaˑtʲ,rɑxuwɑtɪ
1006,t͡ʃʲitaˑtʲ,ʈ͡ʂɪtɑtɪ
1007,rʲisɐvaˑtʲ,mɑlʲuwɑtɪ
1008,rʲisɐvaˑtʲ,rɪsuwɑtɪ
1009,pʲisaˑtʲ,pɪsɑtɪ
1010,jɨmʲeˑtʲ,mɑtɪ
1011,kupʲiˑtʲ,kupɪtɪ
1012,prɐdaˑtʲ,prɔdɑtɪ
1013,zəpɫɐtʲiˑtʲ,zɑplɑtɪtɪ
1014,pɫɐtʲiˑtʲ,plɑtɪtɪ
1015,vɫɐdʲeˑtʲ,wɔlɔdʲitɪ
1016,vɨˑtʲɪrpʲɪtʲ,wɪtɛrpʲitɪ
