concept_id,rus,ukr,distance
48, ['#', 'pʲ', 'eˑ', 't͡ʃʲ', '*', 'ɪ', 'nʲ', '*', '*'], ['#', 'p', 'ɛ', 'ʈ͡ʂ', 'j', 'i', 'n', 'k', 'ɑ'], 0.47
49, ['#', 'd', 'uˑ', 'x', '*', '*', '*'], ['#', 'd', 'ɪ', 'x', 'ɑ', 'nʲː', 'ɑ'], 0.51
54, ['#', 's', '*', '*', 'ɔˑ', 'n', '*', '*'], ['#', 's', 'p', 'lʲ', 'ɑ', 'ʈ͡ʂ', 'k', 'ɑ'], 0.6
55, ['#', 's', 'n', 'ə', 'vʲ', 'i', 'dʲ', 'eˑ', 'nʲ', 'i', 'j', 'ə'], ['#', 's', '*', 'ɔ', '*', '*', '*', '*', 'n', '*', '*', '*'], 0.71
58, ['#', '*', '*', 'ɫ', 'u', 'n', 'aˑ'], ['#', 'm', 'i', 'sʲ', 'ɑ', 't͡sʲ', '*'], 0.59
60, ['#', 'v', 'ɔˑ', 'z', '*', 'd', '*', 'u', 'x'], ['#', 'p', 'ɔ', 'v', 'i', 't', 'rʲ', 'ɑ', '*'], 0.48
62, ['#', 'v', '*', 'ɐ', 'ɫ', 'n', 'aˑ'], ['#', 'x', 'w', 'ɪ', '*', 'lʲ', 'ɑ'], 0.48
65, ['#', 'p', 'ɔˑ', 't͡ʃ', '*', 'v', 'ə'], ['#', 'ɡ', '*', 'r', 'u', 'n', 't'], 0.56
75, ['#', 'ɔˑ', 'b', 'ɫ', 'ə', 'k', 'ə'], ['#', 'x', 'm', '*', 'ɑ', 'r', 'ɑ'], 0.47
90, ['#', 't', '*', '*', '*', 'ɔˑ', '*', '*', '*', 'pʲ'], ['#', 'd', 'r', 'ɑ', 'ɦ', 'ɔ', 'w', 'ɪ', 'n', 'ɑ'], 0.74
95, ['#', 'v', 'ɐ', 'z', 'v', 'ɨˑ', 'ʃ', 'ə', 'n', 'n', 'ə', 's', 'tʲ'], ['#', 'w', 'ɪ', 's', '*', 'ɔ', 'ʈ͡ʂ', 'ɪ', '*', 'n', 'ɑ', '*', '*'], 0.48
100, ['#', 'j', 'ɨ', 's', '*', 't', 'ɔˑ', 't͡ʃ', 'nʲ', 'i', 'k'], ['#', 'ɖ͡ʐ', 'ɛ', 'r', 'ɛ', 'l', 'ɔ', '*', '*', '*', '*'], 0.57
101, ['#', 'r', 'u', 't͡ʃʲ', 'eˑ', 'j', '*', '*'], ['#', 's', 't', 'r', 'u', 'm', 'ɔ', 'k'], 0.6
104, ['#', 'p', 'ə', '*', 'bʲ', 'ɪ', 'rʲ', 'eˑ', 'ʒʲ', 'ɪ'], ['#', '*', 'u', 'z', 'b', 'ɛ', 'r', 'ɛ', 'ʐː', 'ɑ'], 0.42
115, ['#', 's', '*', '*', 'uˑ', 'k', '*'], ['#', 'ɦ', 'j', 'i', 'l', 'k', 'ɑ'], 0.63
116, ['#', 'vʲ', 'ɪ', 't', '*', 'fʲ'], ['#', 'ɦ', 'ɑ', 'l', 'u', 'zʲ'], 0.41
121, ['#', 'j', 'ɛˑ', 'l', '*', '*', '*'], ['#', 'j', 'ɑ', 'l', 'ɪ', 't͡sʲ', 'ɑ'], 0.49
131, ['#', 'n', 'ɐ', 'r', '*', 'aˑ'], ['#', 'lʲ', 'i', 'ɦ', 'w', 'ɔ'], 0.44
132, ['#', 'ʒ', 'ɨ', 'v', 'ɔˑ', 't', 'n', 'ə', 'j', 'ə'], ['#', '*', 't', 'w', 'ɑ', '*', 'r', 'ɪ', 'n', 'ɑ'], 0.5
135, ['#', 'b', '*', '*', 'ɨˑ', 'k'], ['#', 'b', 'u', 'ɦ', 'ɑ', 'j'], 0.49
136, ['#', 'ɫ', 'ɔˑ', 'ʃ', 'ə', 'tʲ'], ['#', '*', '*', 'k', 'i', 'nʲ'], 0.51
151, ['#', 'pʲ', 'ɪ', 't', 'uˑ', 'x'], ['#', 'pʲ', 'i', 'w', 'ɛ', 'nʲ'], 0.41
152, ['#', 'ɡ', 'uˑ', 'sʲ', '*', '*'], ['#', 'ɦ', 'u', 's', 'k', 'ɑ'], 0.46
158, ['#', 'k', 'u', 'k', 'uˑ', 'ʃ', 'k', 'ə'], ['#', 'z', 'ɔ', 'z', 'u', '*', 'lʲ', 'ɑ'], 0.45
174, ['#', 'ɫ', 'uˑ', 'k', 'ə', 'vʲ', 'i', 't͡s', 'ə'], ['#', 't͡s', '*', '*', 'ɪ', 'b', 'u', 'lʲ', 'ɑ'], 0.41
178, ['#', 'ʃ', '*', 'ə', 'ɫ', 'u', 'x', 'aˑ'], ['#', 'ʂ', 'k', 'i', 'r', '*', 'k', 'ɑ'], 0.41
181, ['#', 'sʲ', 'i', 'ɫ', '*', 'ɔˑ', 'k'], ['#', 'p', 'ɛ', 't', 'lʲ', 'ɑ', '*'], 0.48
183, ['#', 'z', 'ɐ', 'ɫ', 'aˑ', '*'], ['#', 'p', 'ɔ', 'pʲ', 'i', 'l'], 0.48
183, ['#', 'pʲ', 'eˑ', 'pʲ', 'ɪ', 'ɫ'], ['#', 'z', 'ɔ', 'l', 'ɑ', '*'], 0.59
188, ['#', '*', 'uˑ', '*', 'ɡ', 'ə', 'l', '*'], ['#', 'w', 'u', 'ɦ', 'j', 'i', 'lʲː', 'ɑ'], 0.51
192, ['#', 't͡ʃʲ', 'ɪ', 'ɫ', 'ɐ', 'vʲ', 'eˑ', 'k'], ['#', 'lʲ', 'u', 'd', 'ɪ', '*', 'n', 'ɑ'], 0.53
193, ['#', 'm', 'u', 'ʒ', 't͡ʃʲ', 'iˑ', 'n', 'ə', '*'], ['#', 'ʈ͡ʂ', 'ɔ', 'l', '*', 'ɔ', 'v', 'i', 'k'], 0.45
194, ['#', 'ʒ', 'ɛˑ', 'n', 'ʃʲː', 'i', 'n', '*', 'ə'], ['#', 'ʐ', '*', 'j', '*', 'i', 'n', 'k', 'ɑ'], 0.42
196, ['#', '*', '*', '*', 'm', 'aˑ', 'l', 't͡ʃʲ', 'i', 'k'], ['#', 'x', 'l', 'ɔ', 'p', 'ɛ', '*', 't͡sʲ', '*', '*'], 0.67
198, ['#', '*', '*', 'sʲ', 'ɪ', 'mʲ', 'aˑ'], ['#', 'r', 'ɔ', 'd', 'ɪ', 'n', 'ɑ'], 0.48
201, ['#', 'r', 'ɐ', 'dʲ', 'iˑ', 'tʲ', 'ɪ', 'l', 'i'], ['#', 'b', 'ɑ', 'tʲ', '*', 'k', 'ɪ', '*', '*'], 0.46
202, ['#', '*', 'ɐ', 'tʲ', 'eˑ', 't͡s', '*'], ['#', 'b', 'ɑ', 'tʲ', '*', 'k', 'ɔ'], 0.5
205, ['#', 'd', 'ɔˑ', 't͡ʃʲ', '*', '*'], ['#', 'd', 'ɔ', 'ʈ͡ʂ', 'k', 'ɑ'], 0.43
210, ['#', '*', '*', 'm', 'uˑ', '*', '*', 'ʃ'], ['#', 'ʈ͡ʂ', 'ɔ', 'l', 'ɔ', 'v', 'i', 'k'], 0.64
211, ['#', '*', '*', '*', 'ʒ', 'ɪ', 'n', 'aˑ'], ['#', 'd', 'r', 'u', 'ʐ', 'ɪ', 'n', 'ɑ'], 0.43
212, ['#', 'r', 'aˑ', 'd', 'ə', 's', '*', '*', 'tʲ'], ['#', 'r', 'ɑ', 'd', 'ɔ', 'ʂ', 'ʈ͡ʂ', 'j', 'i'], 0.43
216, ['#', 'ʒ', 'ɪ', 'ɫ', 'aˑ', 'nʲ', 'i', 'j', 'ə'], ['#', 'b', 'ɑ', 'ʐ', 'ɑ', 'nʲː', '*', '*', 'ɑ'], 0.46
217, ['#', 'v', '*', 'l', 'ɪ', 't͡ʃʲ', 'eˑ', 'nʲ', 'i', 'j', 'ə'], ['#', 'b', 'ɑ', 'ʐ', 'ɑ', '*', '*', 'nʲː', '*', '*', 'ɑ'], 0.59
219, ['#', 'm', 'ɨ', '*', 's', 'l'], ['#', 'd', 'u', 'm', 'k', 'ɑ'], 0.51
221, ['#', '*', '*', '*', 'uˑ', 'm'], ['#', 'r', 'ɔ', 'z', 'u', 'm'], 0.53
222, ['#', 's', 'm', 'ɨˑ', 's', '*', '*', 'ɫ'], ['#', 'z', 'n', 'ɑ', 'ʈ͡ʂ', 'ɛ', 'nʲː', 'ɑ'], 0.51
223, ['#', 'p', 'ɔˑ', 'v', 'ə', 't', '*', '*', '*'], ['#', 'p', '*', 'r', 'ɪ', 'ʈ͡ʂ', 'ɪ', 'n', 'ɑ'], 0.53
225, ['#', 'bʲ', 'ɪ', 'sʲ', 'eˑ', 'd', '*', '*', 'ə'], ['#', 'r', 'ɔ', 'z', '*', 'm', 'ɔ', 'w', 'ɑ'], 0.57
227, ['#', 'r', 'ɐ', 's', 's', 'k', 'aˑ', 's'], ['#', 'p', 'ɔ', 'v', 'i', 's', '*', 'tʲ'], 0.5
227, ['#', 'r', 'ɐ', 's', '*', 's', '*', 'k', 'aˑ', '*', 's'], ['#', '*', 'ɔ', 'p', 'ɔ', 'v', 'i', 'd', 'ɑ', 'nʲː', 'ɑ'], 0.62
228, ['#', 's', 'ə', '*', 'ɐ', 'b', 'ʃʲː', 'eˑ', 'nʲ', 'i', 'j', 'ə'], ['#', 'p', 'ɔ', 'v', 'i', 'd', 'ɔ', 'm', 'l', 'ɛ', 'nʲː', 'ɑ'], 0.48
232, ['#', '*', 'rʲ', '*', '*', '*', 'eˑ', 't͡ʃʲ'], ['#', 'p', 'r', 'ɔ', 'm', 'ɔ', 'w', 'ɑ'], 0.78
233, ['#', 'j', 'ɐ', 'z', 'ɨˑ', 'k'], ['#', 'm', 'ɔ', 'w', 'ɑ', '*'], 0.46
237, ['#', '*', '*', 'z', 'ɔˑ', 'f'], ['#', 'ɔ', 'k', 'l', 'ɪ', 'k'], 0.54
240, ['#', 'z', 'v', 'u', 't͡ʃ', 'aˑ', 'nʲ', 'i', 'j', 'ə'], ['#', 't', '*', 'ɔ', '*', '*', 'n', '*', '*', '*'], 0.68
248, ['#', 'j', 'ɨ', 'ɡ', 'r', 'aˑ'], ['#', '*', '*', 'ɦ', 'r', 'ɑ'], 0.46
249, ['#', '*', 'ɔˑ', '*', '*', 'b', 'ʃʲː', 'ɪ', 's', 't', 'v', 'ə'], ['#', 't', 'ɔ', 'w', 'ɑ', 'r', '*', 'ɪ', 's', 't', 'w', 'ɔ'], 0.46
250, ['#', '*', '*', 'p', 'ɔˑ', 'm', 'ə', '*', 'ʃʲː'], ['#', 'd', 'ɔ', 'p', 'ɔ', 'm', 'ɔ', 'ɦ', 'ɑ'], 0.5
251, ['#', 'd', 'r', '*', '*', 'uˑ', 'k', '*', '*'], ['#', 'p', 'r', 'ɪ', 'j', 'ɑ', 't', 'ɛ', 'lʲ'], 0.57
253, ['#', '*', '*', 'dʲ', 'eˑ', 'ɫ', 'ə'], ['#', 's', 'p', 'r', 'ɑ', 'w', 'ɑ'], 0.56
254, ['#', 'k', 'ɐ', 'l', 'iˑ', 't͡ʃʲ', 'ɪ', 's', 't', 'v', 'ə'], ['#', 'ʈ͡ʂ', '*', '*', '*', '*', 'ɪ', 's', '*', 'l', 'ɔ'], 0.53
257, ['#', 't͡ʃ', 'ə', 's', 'tʲ', '*', '*', '*'], ['#', 'ʈ͡ʂ', 'ɑ', 's', 't', 'ɪ', 'n', 'ɑ'], 0.46
259, ['#', 'k', '*', 'r', 'uˑ', 'k'], ['#', 'k', 'ɔ', 'l', 'ɔ', '*'], 0.42
262, ['#', 't͡ʃʲ', 'ɪ', 'r', 't', 'aˑ', '*'], ['#', '*', 'ʂ', 't', 'r', 'ɪ', 'x'], 0.6
264, ['#', 'r', 'ə', 's', 's', 't', 'ɐ', 'j', 'aˑ', 'nʲ', 'i', 'j', 'ə'], ['#', 'v', 'i', 'd', 's', 't', 'ɑ', '*', '*', 'nʲ', '*', '*', '*'], 0.47
266, ['#', 'p', 'r', 'ɐ', 's', 't', 'r', 'aˑ', 'n', 's', 't', 'v', 'ə'], ['#', 'p', 'l', 'ɔ', '*', '*', '*', '*', '*', 'ʂ', 'ʈ͡ʂ', '*', 'ɑ'], 0.56
274, ['#', 'uˑ', 'ɡ', 'ə', 'ɫ'], ['#', '*', 'rʲ', 'i', 'ɦ'], 0.49
283, ['#', 'vʲ', 'eˑ', 's', '*'], ['#', 'w', 'ɑ', 'ɦ', 'ɑ'], 0.5
287, ['#', 'ɫ', 'ɔˑ', 'd', 'k', 'ə', '*'], ['#', 'ʈ͡ʂ', 'ɔ', '*', 'w', 'ɛ', 'n'], 0.45
291, ['#', 'k', 'ɐ', 's', 'tʲ', 'o', '*', 'r', '*'], ['#', 'w', 'ɔ', 'ɦ', 'n', 'ɪ', 'ʂ', 'ʈ͡ʂ', 'ɛ'], 0.53
292, ['#', 'tʲ', 'aˑ', 'ʒ', '*', 'ə', 's', 'tʲ'], ['#', 'w', 'ɑ', 'n', 't', 'ɑ', 'ʐ', '*'], 0.51
296, ['#', '*', '*', 'j', 'uˑ', 'k', '*', '*'], ['#', 'pʲ', 'i', 'w', '*', 'd', 'ɛ', 'nʲ'], 0.71
298, ['#', 'v', 'ɐ', 's', 't', 'ɔˑ', 'k'], ['#', '*', '*', 's', 'x', 'i', 'd'], 0.5
299, ['#', 'd', 'rʲ', 'ɪ', 'vʲ', 'ɪ', 'sʲ', 'iˑ', 'n', 'ə'], ['#', 'd', 'r', '*', '*', '*', '*', 'ɔ', 'w', 'ɑ'], 0.57
303, ['#', 'ʒ', 'ə', 'r', 'tʲ', '*', '*', '*'], ['#', 'ʐ', 'ɛ', 'r', 'd', 'ɪ', 'n', 'ɑ'], 0.46
305, ['#', 'ʃ', 'ɛˑ', 's', '*', 't', '*'], ['#', 'p', 'ɑ', 'l', 'ɪ', 't͡sʲ', 'ɑ'], 0.5
307, ['#', '*', '*', 'd', 'ɔˑ', 'm'], ['#', 'x', 'ɑ', 't', 'ɑ', '*'], 0.6
308, ['#', 'd', '*', 'ɔˑ', 'm', '*'], ['#', 'ʐ', 'ɪ', 't', 'l', 'ɔ'], 0.63
310, ['#', 'p', '*', '*', '*', 'ɔˑ', '*', 'ɫ'], ['#', 'pʲ', 'i', 'd', 'l', 'ɔ', 'ɦ', 'ɑ'], 0.67
312, ['#', 's', 't', '*', '*', 'uˑ', 'ɫ'], ['#', 's', 'tʲ', 'i', 'l', 'ɛ', 't͡sʲ'], 0.44
313, ['#', 'k', 'ə', 'ɫ', 'ɨ', 'bʲ', 'eˑ', 'l', '*', '*'], ['#', 'k', 'ɔ', 'l', 'ɪ', '*', '*', 's', 'k', 'ɑ'], 0.53
314, ['#', 'p', 'ɐ', 's', 'tʲ', 'eˑ', 'l'], ['#', 'lʲ', 'i', 'ʐ', 'k', '*', 'ɔ'], 0.55
320, ['#', '*', 'z', 'ɐ', 'b', 'ɔˑ', 'r', '*'], ['#', 'ɔ', 'ɦ', 'ɔ', 'r', 'ɔ', 'ʐ', 'ɑ'], 0.44
321, ['#', 'k', 'r', 'ɨˑ', 'ʃ', 'ə'], ['#', '*', 'd', 'ɑ', 'x', '*'], 0.47
322, ['#', 'l', 'eˑ', 's', '*', 't', 'nʲ', 'i', 't͡s', 'ə'], ['#', 'd', '*', 'r', 'ɑ', 'b', '*', 'ɪ', 'n', 'ɑ'], 0.46
324, ['#', 'ɫ', 'ɐ', 'p', 'aˑ', 't', 'ə', '*'], ['#', 'z', 'ɑ', 's', '*', 't', 'u', 'p'], 0.42
325, ['#', 's', 'ɐ', 'v', 'ɔˑ', 'k', '*'], ['#', 'l', 'ɔ', 'p', 'ɑ', 't', 'ɑ'], 0.41
326, ['#', '*', '*', 'vʲ', 'iˑ', 'ɫ', 'k', 'ə'], ['#', 'w', 'ɪ', 'd', 'ɛ', 'l', 'k', 'ɑ'], 0.44
332, ['#', 'r', 'uˑ', 't͡ʃ', 'k', 'ə', '*'], ['#', 'd', 'ɛ', 'r', 'ʐ', 'ɑ', 'k'], 0.4
336, ['#', 'k', 'uˑ', 'k', 'ɫ', 'ə'], ['#', 'lʲ', 'ɑ', 'lʲ', 'k', 'ɑ'], 0.46
337, ['#', '*', '*', '*', 'mʲ', 'ɪ', '*', 'ʃ', 'ɔˑ', 'k'], ['#', 't', 'ɔ', 'r', 'b', 'ɪ', 'n', 'k', 'ɑ', '*'], 0.62
345, ['#', 'k', 'ɐ', 's', 't', 'rʲ', 'uˑ', 'l', 'ɪ', '*'], ['#', 'ɦ', 'ɔ', 'r', 'ʂ', '*', '*', 'ʈ͡ʂ', 'ɪ', 'k'], 0.51
348, ['#', 'pʲ', 'iˑ', 'ʃ', '*', '*', 'ʃ', 'ə'], ['#', '*', '*', 'x', 'ɑ', 'r', 'ʈ͡ʂ', '*'], 0.68
349, ['#', '*', 'b', 'l', 'uˑ', 'd', 'ə'], ['#', 's', 't', 'r', 'ɑ', 'w', 'ɑ'], 0.42
349, ['#', 'k', 'uˑ', 'ʃ', '*', 'ə', 'nʲ', 'ɪ'], ['#', 's', '*', 't', 'r', 'ɑ', 'w', 'ɑ'], 0.49
351, ['#', 'x', 'l', 'eˑ', '*', 'p'], ['#', 'z', 'b', 'i', 'ʐː', 'ɑ'], 0.51
354, ['#', 'ɫ', '*', 'ɐ', 'm', 'ɔˑ', '*', 'tʲ', '*'], ['#', 's', 'k', 'ɪ', 'b', 'ɔ', 'ʈ͡ʂ', 'k', 'ɑ'], 0.47
357, ['#', '*', 'm', 'aˑ', 's', 'ɫ', 'ə'], ['#', 'ɔ', 'lʲ', 'i', '*', 'j', 'ɑ'], 0.54
365, ['#', 't', 'k', 'aˑ', '*', '*', 'nʲ', '*'], ['#', 't', 'k', 'ɑ', 'n', 'ɪ', 'n', 'ɑ'], 0.44
368, ['#', 'p', 'uˑ', 'ɡ', 'ə', 'vʲ', 'i', 't͡s', 'ə'], ['#', '*', '*', 'ɡ', 'u', 'd͡z', 'ɪ', 'k', '*'], 0.48
371, ['#', 'ɐ', 'dʲ', 'eˑ', 'ʒ', 'd', 'ə'], ['#', 'ɔ', 'dʲ', 'ɑ', 'ɦ', '*', '*'], 0.43
371, ['#', 'ɐ', 'dʲ', 'eˑ', 'ʒ', '*', 'd', 'ə'], ['#', 'u', 'b', '*', 'r', 'ɑ', 'nʲː', 'ɑ'], 0.5
373, ['#', 'v', 'ə', 'r', 'ɐ', 't', 'nʲ', 'iˑ', 'k'], ['#', 'k', 'ɔ', 'm', 'i', '*', 'r', '*', '*'], 0.55
381, ['#', '*', '*', 'l', 'eˑ', 'n', 't', 'ə'], ['#', 's', 't', 'rʲ', 'i', 'ʈ͡ʂ', 'k', 'ɑ'], 0.44
382, ['#', '*', 'r', 'ɐ', 's', 't͡ʃʲ', 'o', 's', 'k', 'ə', '*'], ['#', 'ɦ', 'r', 'ɛ', '*', 'b', 'i', 'n', '*', 'ɛ', 't͡sʲ'], 0.53
386, ['#', 'p', '*', 'ə', 'v', 'ɐ', 'd', 'ɔˑ', 'k'], ['#', 'ʂ', 'w', 'ɔ', 'r', '*', 'k', 'ɑ', '*'], 0.54
387, ['#', '*', 'ɐ', 'dʲ', 'ɪ', 'j', 'aˑ', 'ɫ', 'ə'], ['#', 'k', 'ɔ', '*', '*', 'w', 'd', 'r', 'ɑ'], 0.59
389, ['#', 'p', 'ɫ', 'ɐ', 't', 'ɔˑ', 'k', '*'], ['#', '*', 'x', 'u', 's', 't', 'k', 'ɑ'], 0.5
390, ['#', 'p', 'ə', 'ɫ', 'ɐ', 'tʲ', 'eˑ', 'n', 't͡s', 'ə'], ['#', 'r', 'u', 'ʂ', '*', 'n', 'ɪ', '*', 'k', '*'], 0.56
392, ['#', 'k', 'rʲ', 'eˑ', 'p', 'ə', 's', 'tʲ'], ['#', '*', '*', '*', 's', 'ɪ', 'l', 'ɑ'], 0.62
394, ['#', '*', 'b', 'ɐ', 'l', 'eˑ', 'z', 'nʲ'], ['#', 'x', 'w', 'ɔ', 'r', 'ɔ', 'b', 'ɑ'], 0.51
397, ['#', 'tʲ', 'ɪ', 'm', 'pʲ', 'ɪ', 'r', 'ɐ', 't', 'uˑ', 'r', 'ə'], ['#', '*', '*', 'ɦ', '*', 'ɑ', 'rʲ', 'ɑ', 'ʈ͡ʂ', '*', 'k', 'ɑ'], 0.52
398, ['#', 'l', 'ɪ', 'k', 'aˑ', 'r', 's', 't', 'v', 'ə'], ['#', 'lʲ', 'i', 'k', '*', '*', '*', '*', '*', 'ɪ'], 0.55
403, ['#', 'p', 'uˑ', 'tʲ', '*', '*'], ['#', 'ʂ', '*', 'lʲ', 'ɑ', 'x'], 0.63
403, ['#', 'p', '*', '*', 'uˑ', '*', 'tʲ'], ['#', 'd', 'ɔ', 'r', 'ɔ', 'ɦ', 'ɑ'], 0.68
403, ['#', 'd', 'ɐ', 'r', 'ɔˑ', 'ɡ', 'ə'], ['#', '*', 'ʂ', 'lʲ', 'ɑ', 'x', '*'], 0.6
404, ['#', '*', '*', 'd', 'ɐ', 'r', 'ɔˑ', 'ɡ', 'ə'], ['#', 'w', 'u', 'l', 'ɪ', 't͡sʲ', '*', '*', 'ɑ'], 0.57
405, ['#', 'dʲ', 'ɪ', 'rʲ', 'eˑ', 'v', 'nʲ', 'ɪ'], ['#', '*', '*', 's', 'ɛ', 'l', '*', 'ɔ'], 0.58
406, ['#', 'ɡ', 'ɔˑ', 'r', 'ə', 't', '*'], ['#', 'm', 'i', 's', '*', 't', 'ɔ'], 0.5
407, ['#', 'pʲ', 'i', 'sʲ', 'm', 'ɔˑ'], ['#', 'l', 'ɪ', 's', '*', 't'], 0.53
409, ['#', 'b', 'uˑ', 'k', '*', 'v', 'ə'], ['#', 'lʲ', 'i', 't', 'ɛ', 'r', 'ɑ'], 0.41
411, ['#', 'ʒ', 'ɨ', 'z', 'nʲ'], ['#', 'ʐ', 'ɪ', 'tʲː', 'ɑ'], 0.41
418, ['#', '*', '*', 'n', 'ɐ', 't͡ʃ', 'aˑ', 'l', 'nʲ', 'i', 'k'], ['#', 'x', 'ɑ', 'zʲ', 'ɑ', 'j', 'i', '*', 'n', '*', '*'], 0.59
419, ['#', '*', 'm', 'aˑ', 's', 'tʲ', 'ɪ', 'r'], ['#', 'u', 'm', 'i', 'l', '*', 'ɛ', 't͡sʲ'], 0.42
420, ['#', 'v', 'r', '*', '*', 'aˑ', 't͡ʃ'], ['#', '*', 'lʲ', 'i', 'k', 'ɑ', 'r'], 0.56
422, ['#', '*', 'dʲ', 'eˑ', 'nʲ', 'ɡ', 'i'], ['#', 'ɦ', 'r', 'ɔ', 'ʂ', 'j', 'i'], 0.44
424, ['#', '*', 'm', 'ə', 'ɡ', 'ɐ', 'zʲ', 'iˑ', 'n', '*'], ['#', 'k', 'r', 'ɑ', 'm', '*', 'n', 'ɪ', 't͡sʲ', 'ɑ'], 0.52
427, ['#', 'v', 'ɨˑ', 'ɡ', 'ə', 'd', 'ə', '*', '*'], ['#', '*', '*', 'k', 'ɔ', 'r', 'ɪ', 's', 'tʲ'], 0.54
429, ['#', '*', 'mʲ', 'iˑ', 'r'], ['#', 's', 'v', 'i', 't'], 0.41
431, ['#', 'ɡ', 'ə', 's', 'u', 'd', 'aˑ', 'r', 's', 't', 'v', 'ə'], ['#', 'd', 'ɛ', 'r', '*', 'ʐ', 'ɑ', '*', '*', '*', 'w', 'ɑ'], 0.53
433, ['#', 'v', 'ɫ', 'ə', 's', 'tʲ'], ['#', 'w', 'l', 'ɑ', 'd', 'ɑ'], 0.44
434, ['#', 'ɡ', 'r', 'ɐ', 'nʲ', 'iˑ', 't͡s', 'ə', '*'], ['#', 'k', '*', 'ɔ', 'r', '*', 'd', 'ɔ', 'n'], 0.51
436, ['#', '*', '*', 'v', '*', 'r', 'aˑ', 'k'], ['#', 'w', 'ɔ', 'r', 'ɔ', 'ɦ', '*', '*'], 0.71
438, ['#', 'b', 'ɐ', 'rʲ', 'b', 'aˑ'], ['#', 'b', 'i', '*', 'j', '*'], 0.44
441, ['#', 'r', 'u', '*', '*', '*', 'ʒʲ', 'o'], ['#', 'r', 'u', 'ʂ', 'n', 'ɪ', 't͡sʲ', 'ɑ'], 0.47
441, ['#', '*', '*', '*', 'r', '*', 'u', '*', 'ʒʲ', 'o'], ['#', 'ɦ', 'w', 'ɪ', 'n', 'tʲ', 'i', 'w', 'k', 'ɑ'], 0.67
443, ['#', '*', 'ɫ', 'ɔˑ', 'ʃ', '*', '*'], ['#', 'b', 'r', 'ɛ', 'x', 'nʲ', 'ɑ'], 0.59
444, ['#', 'v', 'rʲ', 'eˑ', 't', '*'], ['#', 'ʂ', 'k', 'ɔ', 'd', 'ɑ'], 0.5
444, ['#', 'v', 'rʲ', 'eˑ', 't', '*', '*'], ['#', 'z', 'b', 'ɪ', 't', 'ɔ', 'k'], 0.43
445, ['#', 'bʲ', 'ɪ', '*', '*', '*', '*', 'd', 'aˑ'], ['#', 'n', 'ɛ', 'ʂ', 'ʈ͡ʂ', 'ɑ', 's', 'tʲ', 'ɑ'], 0.62
446, ['#', '*', '*', '*', 'vʲ', 'i', 'n', 'aˑ'], ['#', 'p', 'r', 'ɔ', 'w', 'ɪ', 'n', 'ɑ'], 0.51
