concept_id,deu,swe,distance
1, ['#', 'a', 'ʊ̯', 'ɡ', 'ə'], ['#', '*', 'øː', 'ɡ', 'a'], 0.37
40, ['#', 'h', 'a', 'ʊ̯', 't'], ['#', 'h', '*', 'ʉː', 'd'], 0.34
41, ['#', 'b', 'l', 'uː', 't'], ['#', 'b', 'l', 'uː', 'd'], 0.04
42, ['#', 'aː', 'd', 'ɐ', '*'], ['#', 'oː', 'd', 'ə', 'r'], 0.32
43, ['#', 'z', 'eː', 'n', 'ə'], ['#', 's', 'eː', 'n', 'a'], 0.09
47, ['#', 'm', 'aː', 'ɡ', 'ə', 'n'], ['#', 'm', 'ɑː', 'ɡ', 'ə', '*'], 0.19
48, ['#', 'l', 'eː', 'b', 'ɐ', '*'], ['#', 'l', 'eː', 'v', 'ə', 'r'], 0.23
50, ['#', 'h', 'ʊ', 'ŋ', 'ɐ', '*'], ['#', 'h', 'ɵ', 'ŋː', 'ə', 'r'], 0.24
52, ['#', 'ɡ', 'ə', 'ʃ', 'm', 'a', 'k'], ['#', '*', '*', 's', 'm', 'ɑː', 'k'], 0.35
55, ['#', 't', 'ʁ', 'a', 'ʊ̯', 'm'], ['#', 'd', 'r', 'ø', '*', 'mː'], 0.36
56, ['#', 'h', 'ɪ', 'm', 'ə', 'l'], ['#', 'h', 'ɪ', 'mː', 'ə', 'l'], 0.03
57, ['#', 'z', 'ɔ', 'n', 'ə'], ['#', 's', 'uː', 'l', '*'], 0.35
58, ['#', 'm', 'ɔ', 'n', 't'], ['#', 'm', 'oː', 'n', 'ə'], 0.25
60, ['#', 'l', 'ʊ', 'f', 't'], ['#', 'l', 'ɵ', 'fː', 't'], 0.07
61, ['#', 'v', 'ɪ', 'n', 't'], ['#', 'v', 'ɪ', 'nː', 'd'], 0.08
62, ['#', 'v', 'ɛ', 'l', 'ə'], ['#', 'v', 'oː', 'ɡ', '*'], 0.4
62, ['#', 'v', 'ɛ', 'l', '*', 'ə'], ['#', 'b', 'ø', 'lː', 'j', 'a'], 0.33
63, ['#', 'v', 'a', 's', 'ɐ', '*'], ['#', 'v', 'a', 'tː', 'ə', 'n'], 0.25
64, ['#', 'ʃ', 't', 'a', 'ɪ̯', 'n'], ['#', 's', 't', 'eː', '*', 'n'], 0.24
73, ['#', 'v', 'ɛ', 't', 'ɐ', '*'], ['#', 'v', 'ɛː', 'd', 'ə', 'r'], 0.24
74, ['#', 'n', 'eː', 'b', 'ə', 'l'], ['#', 'd', 'ɪ', 'mː', 'a', '*'], 0.36
74, ['#', 'n', 'eː', 'b', 'ə', 'l'], ['#', 't', 'ø', 'kː', 'ə', 'n'], 0.26
76, ['#', 'ʁ', 'eː', 'ɡ', 'ə', 'n'], ['#', 'r', 'ɛ', 'ŋː', '*', 'n'], 0.34
77, ['#', 'ʃ', 'n', 'eː'], ['#', 's', 'n', 'øː'], 0.07
78, ['#', 'a', 'ɪ̯', 's'], ['#', 'iː', '*', 's'], 0.33
79, ['#', 'f', 'ʁ', 'ɔ', 's', 't'], ['#', 'f', 'r', 'ɔ', 'sː', 't'], 0.1
80, ['#', 'k', 'ɛ', 'l', 't', 'ə'], ['#', 'ɕ', 'ø', 'lː', 'd', '*'], 0.34
81, ['#', 'h', 'ɪ', 't͡s', 'ə'], ['#', 'h', 'ɛ', 'tː', 'a'], 0.16
83, ['#', 'ʁ', 'eː', 'ɡ', 'ɛ', 'n', 'b', 'oː', 'ɡ', 'ə', 'n'], ['#', 'r', 'ɛ', 'ŋː', '*', 'n', 'b', 'ɔ', 'ɡ', 'ə', '*'], 0.3
84, ['#', 'd', 'ɔ', '*', 'n', 'ɐ', '*'], ['#', 'd', 'ɵ', 'nː', 'd', 'ə', 'r'], 0.35
85, ['#', 'ʃ', 't', 'ʁ', 'øː', '*', 'm', 'ʊ', 'ŋ'], ['#', 's', 't', 'r', 'ø', 'mː', 'n', 'ɪ', 'ŋ'], 0.24
86, ['#', 't', 'ʁ', 'ɔ', 'p͡f', 'ə', 'n'], ['#', 'd', 'r', 'ɔ', 'pː', 'ə', 'r'], 0.16
87, ['#', 'ʃ', 'a', 'ʊ̯', 'm'], ['#', 's', 'k', 'ɵ', 'mː'], 0.33
88, ['#', 'ʃ', 'm', 'ʊ', '*', 't͡s'], ['#', 's', 'm', 'ɵ', 'tː', 's'], 0.23
89, ['#', 'z', 'eː'], ['#', 'ɧ', 'øː'], 0.12
91, ['#', 'm', 'oː', 'ɐ̯'], ['#', 'm', 'yː', 'r'], 0.31
91, ['#', 'm', 'oː', '*', 'ɐ̯'], ['#', 'm', 'ɔ', 'sː', 'ə'], 0.3
94, ['#', 'h', 'yː', 'ɡ', 'ə', 'l'], ['#', 'k', 'ɵ', 'lː', 'ə', '*'], 0.39
96, ['#', 'b', 'ɛ', 'ɐ̯', 'k'], ['#', 'b', 'ɛ', 'rː', 'ɡ'], 0.24
98, ['#', 'h', 'øː', 'l', 'ə'], ['#', 'h', 'oː', 'l', 'a'], 0.08
100, ['#', 'k', 'w', 'ɛ', 'l', 'ə'], ['#', 'ɕ', '*', 'ɛ', 'lː', 'a'], 0.31
101, ['#', 'b', 'a', 'χ'], ['#', 'b', 'ɛ', 'kː'], 0.15
102, ['#', 'f', 'l', 'ʊ', 's'], ['#', 'f', 'l', 'uː', 'd'], 0.15
104, ['#', 'k', 'ʏ', 's', 't', 'ə'], ['#', 'k', 'ɵ', 'sː', 't', '*'], 0.23
105, ['#', 'f', 'ɛ', 's', 't', 'l', 'a', 'n', 't'], ['#', 'f', 'a', 'sː', 't', 'l', 'a', 'n', 'd'], 0.05
107, ['#', 'b', 'ʊ', 'χ', 't'], ['#', 'b', 'ɵ', 'kː', 't'], 0.13
109, ['#', 'b', 'l', 'uː', 'm', 'ə'], ['#', 'b', 'l', 'ɔ', 'mː', 'a'], 0.13
109, ['#', 'b', 'l', 'uː', 'm', '*', '*', 'ə', '*'], ['#', 'b', 'l', 'ɔ', 'mː', 's', 't', 'ə', 'r'], 0.39
110, ['#', 'ɡ', 'ʁ', 'aː', 's'], ['#', 'ɡ', 'r', 'ɛː', 's'], 0.1
113, ['#', 'ʃ', 't', 'a', 'm'], ['#', 's', 't', 'a', 'mː'], 0.06
116, ['#', 't͡s', 'v', 'a', 'ɪ̯', 'k'], ['#', 'k', 'v', 'ɪ', 'sː', 't'], 0.29
117, ['#', 'b', 'l', 'a', 't'], ['#', 'b', 'l', 'ɑː', 'd'], 0.11
120, ['#', 'v', 'a', 'ɪ̯', 'd', 'ə'], ['#', 'v', 'iː', '*', 'd', 'ə'], 0.22
122, ['#', 'h', 'ɔ', 'ɐ̯', 'n'], ['#', 'h', 'uː', '*', 'ɳ'], 0.31
123, ['#', 'f', '*', 'eː', 'd', 'ɐ', '*'], ['#', 'f', 'j', 'ɛː', 'd', 'ə', 'r'], 0.31
124, ['#', 'f', 'ɛ', 'l'], ['#', 'f', 'ɛ', 'lː'], 0.05
124, ['#', 'f', 'ɛ', 'l'], ['#', 'ɧ', 'ɪ', 'nː'], 0.19
128, ['#', 'ʃ', 'v', 'a', 'n', 't͡s'], ['#', 's', 'v', 'a', 'nː', 's'], 0.07
129, ['#', 'a', 'ɪ̯'], ['#', 'ɛ', 'ɡː'], 0.36
130, ['#', 'n', 'ɛ', 's', 't'], ['#', 'r', 'eː', 'd', 'ə'], 0.37
130, ['#', 'n', 'ɛ', 's', 't', '*'], ['#', 'n', 'ɛ', 'sː', 't', 'ə'], 0.2
131, ['#', 'b', 'a', 'ʊ̯'], ['#', 'b', '*', 'uː'], 0.38
134, ['#', 'k', 'uː'], ['#', 'k', 'uː'], 0.0
136, ['#', 'p͡f', 'ɛ', 'ɐ̯', 't'], ['#', 'h', 'ɛ', 'sː', 't'], 0.26
137, ['#', 'ʃ', 'aː', 'f'], ['#', 'f', 'oː', 'r'], 0.3
138, ['#', 'ʃ', 'v', 'a', 'ɪ̯', 'n'], ['#', 's', 'v', 'iː', '*', 'n'], 0.24
139, ['#', 'h', 'ʊ', 'n', 't'], ['#', 'h', 'ɵ', 'nː', 'd'], 0.11
140, ['#', 'k', 'a', 't͡s', 'ə'], ['#', 'k', 'a', 'tː', '*'], 0.26
143, ['#', 'ɛ', 'l', 'ç'], ['#', 'ɛ', 'lː', 'ɡ'], 0.17
145, ['#', 'h', 'aː', 'z', 'ə'], ['#', 'h', 'ɑː', 'r', 'ə'], 0.07
146, ['#', 'm', 'a', 'ʊ̯', 's'], ['#', 'm', '*', 'ʉː', 's'], 0.3
147, ['#', 'v', 'ɔ', 'l', 'f'], ['#', 'v', 'a', 'rː', 'ɡ'], 0.28
148, ['#', 'f', 'oː', 'ɡ', 'ə', 'l'], ['#', 'f', 'oː', 'ɡ', 'ə', 'l'], 0.0
149, ['#', 'ʃ', 'v', 'a', 'ɐ̯', 'm'], ['#', 's', 'v', 'æ', 'rː', 'm'], 0.2
150, ['#', 'h', 'uː', 'n', '*'], ['#', 'h', 'ø', 'nː', 's'], 0.32
154, ['#', 'ɛ', 'n', 't', 'ə'], ['#', 'a', 'nː', 'k', 'a'], 0.15
155, ['#', 'ɔ', 'ʏ̯', 'l', 'ə'], ['#', 'ɵ', 'ɡː', 'l', 'a'], 0.28
156, ['#', 'k', 'ʁ', 'aː', 'n', 'ɪ', 'ç'], ['#', 't', 'r', 'ɑː', 'n', 'a', '*'], 0.29
157, ['#', 'k', 'ʁ', 'ɛː', 'h', 'ə'], ['#', 'k', 'r', 'oː', 'k', 'a'], 0.24
159, ['#', 'ʃ', 'v', 'aː', 'n'], ['#', 's', 'v', 'ɑː', 'n'], 0.05
160, ['#', 'f', 'ɪ', 'ʃ', '*'], ['#', 'f', 'ɪ', 'sː', 'k'], 0.26
165, ['#', 'ʃ', 'p', 'ɪ', '*', 'n', 'ə', '*'], ['#', 's', 'p', 'ɪ', 'nː', 'd', 'ə', 'l'], 0.29
167, ['#', 'l', 'a', 'ʊ̯', 's'], ['#', 'l', '*', 'ʉː', 's'], 0.3
168, ['#', 'm', 'ʏ', 'k', 'ə'], ['#', 'm', 'ʏ', 'ɡː', 'a'], 0.13
169, ['#', 'f', 'l', 'iː', 'ɡ', 'ə'], ['#', 'f', 'l', 'ʉː', 'ɡ', 'a'], 0.08
171, ['#', 'b', 'eː', 'ʁ', 'ə'], ['#', 'b', 'æː', 'r', '*'], 0.31
172, ['#', 'a', 'p͡f', '*', 'ə', 'l'], ['#', 'ɛ', 'pː', 'l', 'ə', '*'], 0.4
175, ['#', 'z', 'aː', 't'], ['#', 's', 'ɔ', 'dː'], 0.3
176, ['#', 'k', 'ɔ', 'ɐ̯', 'n'], ['#', 'k', 'uː', '*', 'ɳ'], 0.31
177, ['#', 'h', 'ɔ', 'ʏ̯'], ['#', 'h', 'øː', '*'], 0.35
178, ['#', 'ʃ', '*', 'aː', 'l', 'ə'], ['#', 's', 'k', 'ɑː', 'l', '*'], 0.38
179, ['#', 'ɡ', 'ʁ', 'uː', 'b', 'ə'], ['#', 'ɡ', 'r', 'uː', 'p', '*'], 0.27
180, ['#', 'f', 'a', 'l', 'ə'], ['#', 'f', 'ɛ', 'lː', 'a'], 0.11
181, ['#', 'ʃ', 'l', 'ɪ', 'ŋ', 'ə'], ['#', 's', 'n', 'ɑː', 'r', 'a'], 0.24
182, ['#', 'ʃ', 'p', 'uː', 'ɐ̯'], ['#', 's', 'p', 'oː', 'r'], 0.24
183, ['#', 'a', 'ʃ', '*', 'ə'], ['#', 'a', 'sː', 'k', 'a'], 0.31
184, ['#', 'd', 'ʁ', 'ɛ', 'k'], ['#', 'l', '*', 'uː', 'ʈ'], 0.39
186, ['#', 'ɡ', 'ɔ', 'l', 't'], ['#', 'ɡ', 'ɵ', 'lː', 'd'], 0.11
187, ['#', 'z', 'ɪ', 'l', 'b', 'ɐ', '*'], ['#', 's', 'ɪ', 'lː', 'v', 'ə', 'r'], 0.25
188, ['#', 'k', 'oː', 'l', 'ə'], ['#', 'k', 'uː', 'l', '*'], 0.22
189, ['#', 'ɡ', 'l', 'aː', 's'], ['#', 'ɡ', 'l', 'ɑː', 's'], 0.03
190, ['#', 'l', 'eː', 'm', '*'], ['#', 'l', 'eː', 'r', 'a'], 0.28
191, ['#', 'z', 'a', 'n', 't'], ['#', 's', 'a', 'nː', 'd'], 0.12
193, ['#', 'm', 'a', 'n'], ['#', 'm', 'a', 'nː'], 0.05
196, ['#', 'j', 'ʊ', '*', 'ŋ', 'ə'], ['#', 'p', 'ɔ', 'jː', 'k', 'ə'], 0.38
198, ['#', 'f', 'aː', 'm', 'iː', 'l', 'iː'], ['#', 'f', 'a', 'mː', 'ɪ', 'l', 'j'], 0.24
202, ['#', 'f', 'aː', 't', 'ɐ'], ['#', 'f', 'ɑː', 'r', '*'], 0.31
203, ['#', 'm', 'ʊ', 't', 'ɐ'], ['#', 'm', 'uː', 'r', '*'], 0.35
204, ['#', 'z', 'oː', 'n'], ['#', 's', 'uː', 'n'], 0.07
205, ['#', 't', 'ɔ', 'χ', 't', 'ɐ', '*'], ['#', 'd', 'ɔ', '*', 'tː', 'ə', 'r'], 0.35
206, ['#', 'b', 'ʁ', 'uː', 'd', 'ɐ'], ['#', 'b', 'r', 'uː', 'r', '*'], 0.27
207, ['#', 'ʃ', 'v', 'ɛ', 's', 't', 'ɐ', '*'], ['#', 's', '*', 'ʏ', 'sː', 't', 'ə', 'r'], 0.35
209, ['#', 't', 'a', 'n', 't', 'ə'], ['#', 't', 'a', 'nː', 't', '*'], 0.2
210, ['#', 'eː', '*', '*', 'ə', 'm', 'a', 'n'], ['#', 'ɛ', 'kː', 't', 'a', 'm', 'ɑː', 'n'], 0.35
212, ['#', 'f', 'ʁ', 'ɔ', 'ʏ̯', 'd', 'ə'], ['#', 'f', 'r', 'ø', 'jː', 'd', '*'], 0.38
212, ['#', 'f', 'ʁ', 'ɔ', 'ʏ̯', 'd', 'ə'], ['#', 'ɡ', 'l', 'ɛ', 'dː', 'j', 'ə'], 0.39
214, ['#', 'ɡ', 'l', 'ʏ', 'k', '*'], ['#', '*', 'l', 'ʏ', 'kː', 'a'], 0.37
217, ['#', 'l', 'ʊ', 's', 't'], ['#', 'l', 'ɵ', 'sː', 't'], 0.07
219, ['#', 'ɡ', 'ə', 'd', 'a', 'ŋ', 'k', 'ə'], ['#', '*', '*', 't', 'a', 'nː', 'k', 'ə'], 0.33
221, ['#', 'f', 'ɛ', 'ɐ̯', 'ʃ', 't', 'a', 'n', 't'], ['#', 'f', 'œ', 'rː', 's', 't', 'ɔ', 'n', 'd'], 0.21
223, ['#', 'ɡ', 'ʁ', 'ʊ', 'n', 't'], ['#', 'ɡ', 'r', 'ɵ', 'nː', 'd'], 0.16
230, ['#', 'n', 'aː', 'm', 'ə'], ['#', 'n', 'a', 'mː', 'n'], 0.27
231, ['#', 'ʁ', 'ɛ', 't͡s', 'ə', 'l'], ['#', 'ɡ', 'oː', 't', 'a', '*'], 0.37
233, ['#', 'ʃ', 'p', 'ʁ', 'a', 'χ', 'ə'], ['#', 's', 'p', 'r', 'oː', 'k', '*'], 0.35
234, ['#', 'ʃ', 't', 'ɪ', 'm', 'ə'], ['#', 's', 't', 'ɛ', 'mː', 'a'], 0.13
236, ['#', 't͡s', 'a', 'ɪ̯', 'ç', 'ə', 'n'], ['#', 't', 'ɛ', '*', 'kː', 'ə', 'n'], 0.24
237, ['#', 'ʁ', 'uː', 'f'], ['#', 'r', 'uː', 'p'], 0.17
238, ['#', '*', 'l', 'ɛ', '*', 'ɐ̯', 'm'], ['#', 'uː', 'v', 'ɛ', 's', 'ə', 'n'], 0.39
240, ['#', 't', 'oː', 'n'], ['#', 't', 'uː', 'n'], 0.02
242, ['#', 'ʁ', 'uː', 'ə'], ['#', 'r', 'uː', '*'], 0.35
244, ['#', 'f', 'ɔ', 'l', 'k'], ['#', 'f', 'ɔ', 'lː', 'k'], 0.04
245, ['#', 'a', 'ɐ̯', 'b', 'a', 'ɪ̯', 't', '*'], ['#', 'a', 'rː', 'b', 'ɛ', '*', 't', 'ə'], 0.39
246, ['#', 'ɡ', 'a', 's', 't'], ['#', 'j', 'ɛ', 'sː', 't'], 0.12
247, ['#', '*', 'ɡ', 'ɛ', 'ʃ', 'ɛ', 'ŋ', 'k'], ['#', 'p', 'r', 'eː', 's', 'ɛ', 'n', 't'], 0.27
248, ['#', 'ʃ', 'p', 'iː', 'l'], ['#', 's', 'p', 'eː', 'l'], 0.04
250, ['#', 'h', 'ɪ', 'l', 'f', 'ə'], ['#', 'j', 'ɛ', 'lː', 'p', '*'], 0.39
252, ['#', 'k', 'aː', 'm', 'eː', 'ʁ', 'aː', 't'], ['#', 'k', 'a', 'mː', '*', 'r', 'a', 't'], 0.24
253, ['#', 'a', 'ŋ', 'eː', 'l', 'eː', 'ɡ', 'ɛ', 'n', 'h', 'a', 'ɪ̯', 't'], ['#', 'a', 'ŋː', 'ɛ', 'l', 'ɛ', 'j', 'ɛ', 'n', 'h', 'ə', '*', 't'], 0.17
254, ['#', 'a', 'n', 't͡s', 'aː', 'l'], ['#', 'a', 'nː', 't', 'a', 'l'], 0.08
255, ['#', 'a', 'ɐ̯', 't'], ['#', 'ɑː', '*', 'ʈ'], 0.38
256, ['#', 'ʃ', 't', 'ʏ', 'k', '*'], ['#', 's', 't', 'ʏ', 'kː', 'ə'], 0.22
257, ['#', 't', 'a', 'ɪ̯', 'l'], ['#', 'd', 'eː', '*', 'l'], 0.31
258, ['#', 'h', 'ɛ', 'l', 'f', 't', 'ə'], ['#', 'h', 'a', 'lː', 'v', '*', 'a'], 0.25
259, ['#', 'k', 'ʁ', 'a', 'ɪ̯', 's'], ['#', 'k', 'r', 'ɛ', 'tː', 's'], 0.25
260, ['#', 'k', 'ʁ', 'ɔ', 'ʏ̯', 't͡s'], ['#', 'k', '*', 'ɔ', 'rː', 's'], 0.35
260, ['#', 'k', 'ʁ', 'ɔ', 'ʏ̯', 't͡s'], ['#', 'k', 'r', '*', 'ʏ', 'sː'], 0.31
261, ['#', 'l', 'iː', 'n', '*', 'iː'], ['#', 'l', 'ɪ', 'nː', 'j', 'ə'], 0.33
262, ['#', 'ʃ', 't', 'ʁ', 'ɪ', 'ç'], ['#', 's', 't', 'r', 'ɛ', 'kː'], 0.21
263, ['#', 'a', 'b', 's', 't', 'a', 'n', 't'], ['#', 'a', 'vː', 's', 't', 'ɔ', 'n', 'd'], 0.14
264, ['#', 'ɛ', 'n', 't', 'f', 'ɛ', 'ɐ̯', 'n', 'ʊ', 'ŋ'], ['#', 'a', 'vː', 's', 't', 'ɔ', '*', 'n', '*', 'd'], 0.38
266, ['#', 'p', 'l', 'a', '*', 't͡s'], ['#', 'p', 'l', 'a', 'tː', 's'], 0.18
268, ['#', 'z', 'a', 'ɪ̯', 't', 'ə'], ['#', 's', 'iː', '*', 'd', 'a'], 0.33
269, ['#', 'm', 'ɪ', 't', 'ə'], ['#', 'm', 'ɪ', 'tː', '*'], 0.24
271, ['#', 'z', 'a', 'χ', 'ə'], ['#', 's', 'ɑː', 'k', '*'], 0.37
272, ['#', 'ʁ', 'a', 'n', 't'], ['#', 'r', 'a', 'nː', 'd'], 0.16
273, ['#', 'k', 'a', 'n', 't', 'ə'], ['#', 'k', 'a', 'nː', 't', '*'], 0.2
275, ['#', 'ʃ', 'p', 'ɪ', 't͡s', 'ə'], ['#', 's', 'p', 'ɛ', 'tː', 's'], 0.27
276, ['#', 'ɛ', 'n', 'd', 'ə'], ['#', 'ɛ', 'nː', 'd', 'a'], 0.09
277, ['#', 'l', 'ɔ', 'χ'], ['#', 'h', 'oː', 'l'], 0.36
278, ['#', 'v', 'ɪ', 'ŋ', 'k', 'ə', 'l'], ['#', 'v', 'ɪ', 'nː', 'k', 'ə', 'l'], 0.06
279, ['#', 'm', 'ʊ', '*', 's', 't', 'ɐ', '*'], ['#', 'm', 'ø', 'nː', 's', 't', 'ə', 'r'], 0.29
281, ['#', 'l', 'ɛ', 'ŋ', 'ə'], ['#', 'l', 'ɛ', 'ŋː', 'd'], 0.24
282, ['#', 'h', 'øː', 'h', 'ə'], ['#', 'h', 'ø', 'jː', 'd'], 0.39
284, ['#', 'm', 'ɛ', 'ŋ', 'ə'], ['#', 'm', 'ɛ', 'ŋː', 'd'], 0.24
287, ['#', 'b', 'oː', 't'], ['#', 'b', 'oː', 't'], 0.0
288, ['#', 'ʁ', 'uː', 'd', 'ɐ'], ['#', '*', 'oː', 'r', 'a'], 0.29
289, ['#', 'ʃ', 'l', 'ɪ', 't', 'ə', 'n'], ['#', 's', 'l', 'ɛː', 'd', 'ə', '*'], 0.25
290, ['#', 's', '*', 'k', 'iː'], ['#', 'ɧ', 'iː', 'd', 'a'], 0.35
292, ['#', 'l', 'a', 's', 't'], ['#', 'l', 'a', 'sː', 't'], 0.04
293, ['#', 'ɡ', 'a', 'ŋ'], ['#', 'ɡ', 'ɔ', 'ŋː'], 0.15
294, ['#', 'ʃ', 'ʁ', 'ɪ', 't'], ['#', 's', 't', 'eː', 'ɡ'], 0.29
296, ['#', 'z', 'yː', 'd', 'ə', 'n'], ['#', 's', 'øː', 'd', 'ə', 'r'], 0.08
297, ['#', 'v', 'ɛ', 's', 't', 'ə', 'n'], ['#', 'v', 'ɛ', 'sː', 't', 'ə', 'r'], 0.06
298, ['#', 'ɔ', 's', 't', 'ə', 'n'], ['#', 'ø', 'sː', 't', 'ə', 'r'], 0.11
300, ['#', 'b', 'ʁ', 'ɛ', 't', '*'], ['#', 'b', 'r', 'ɛː', 'd', 'a'], 0.29
301, ['#', 'p', 'l', 'a', 't', 'ə'], ['#', 'p', 'l', 'a', 'tː', 'a'], 0.07
302, ['#', 'ʃ', 't', 'ʏ', 't͡s', 'ə'], ['#', 's', 't', 'øː', 'd', '*'], 0.29
302, ['#', 'ʃ', 't', 'ʏ', 't͡s', 'ə'], ['#', 's', 't', 'ø', 'tː', 'a'], 0.14
303, ['#', 'ʃ', 't', 'a', 'ŋ', 'ə'], ['#', 's', 't', 'ɔ', 'ŋː', '*'], 0.29
304, ['#', 'ʃ', 't', 'ɔ', 'k'], ['#', 'ɕ', '*', 'ɛ', 'pː'], 0.37
305, ['#', 'ʃ', 't', 'aː', 'p'], ['#', 's', 't', 'ɑː', 'v'], 0.15
307, ['#', 'h', 'a', 'ʊ̯', 's'], ['#', 'h', '*', 'ʉː', 's'], 0.3
308, ['#', 'h', 'a', 'ɪ̯', 'm'], ['#', 'h', 'ɛ', '*', 'mː'], 0.26
311, ['#', 't', 'ɪ', 'ʃ'], ['#', 'b', 'uː', 'ɖ'], 0.37
312, ['#', 'ʃ', 't', 'uː', 'l'], ['#', 's', 't', 'uː', 'l'], 0.02
313, ['#', 'v', 'iː', 'ɡ', 'ə'], ['#', 'v', 'a', 'ɡː', 'a'], 0.16
314, ['#', 'b', 'ɛ', 't'], ['#', 's', 'ɛ', 'ŋː'], 0.35
317, ['#', 'f', 'ɛ', 'n', 's', 't', 'ɐ', '*'], ['#', 'f', 'ø', 'nː', 's', 't', 'ə', 'r'], 0.19
318, ['#', 't', 'yː', 'ɐ̯'], ['#', 'd', 'œ', 'rː'], 0.38
319, ['#', 't', 'oː', 'ɐ̯'], ['#', 'p', 'uː', 'ʈ'], 0.32
321, ['#', 'd', 'a', 'χ'], ['#', 't', 'ɑː', 'k'], 0.21
324, ['#', 'ʃ', 'p', 'aː', 't', 'ə', 'n'], ['#', 's', 'p', 'ɑː', 'd', 'ə', '*'], 0.21
325, ['#', 'ʃ', 'a', 'ʊ̯', 'f', 'ə', 'l'], ['#', 's', 'k', 'uː', 'v', 'ə', 'l'], 0.26
325, ['#', 'ʃ', 'a', 'ʊ̯', 'f', 'ə', 'l'], ['#', 'ɧ', 'ʏ', 'f', 'fː', 'ə', 'l'], 0.25
326, ['#', 'ɡ', 'aː', '*', 'b', 'ə', 'l'], ['#', 'ɡ', 'a', 'f', 'fː', 'ə', 'l'], 0.27
330, ['#', 'n', 'ɛ', 't͡s'], ['#', 'n', 'ɛː', 't'], 0.07
333, ['#', 'ʃ', 'l', 'ɔ', 's'], ['#', '*', 'l', 'ɑː', 's'], 0.28
334, ['#', 'b', 'ɪ', 'l', 't'], ['#', 'b', 'ɪ', 'lː', 'd'], 0.08
335, ['#', 'f', 'iː', 'ɡ', 'uː', 'ɐ̯'], ['#', 'f', 'iː', 'ɡ', 'ɵ', 'r'], 0.22
336, ['#', 'p', 'ʊ', 'p', 'ə'], ['#', 'd', 'ɔ', 'kː', 'a'], 0.26
