concept_id,deu,swe,distance
8, ['#', 'v', 'a', 'ŋ', 'ə'], ['#', 'ɕ', 'ɪ', 'nː', 'd'], 0.41
9, ['#', 'ɡ', 'ə', 'z', 'ɪ', 'ç', 't'], ['#', '*', '*', 's', '*', 'yː', 'n'], 0.66
9, ['#', 'ɡ', 'ə', '*', 'z', 'ɪ', 'ç', 't', '*'], ['#', '*', 'a', 'nː', 's', 'ɪ', 'k', 't', 'ə'], 0.42
10, ['#', 'ʃ', 't', 'ɪ', 'ɐ̯', 'n', '*'], ['#', '*', 'p', 'a', '*', 'nː', 'a'], 0.52
12, ['#', 'ʃ', 'n', 'ʊ', 'ɐ̯', 'b', 'a', 'ɐ̯', 't'], ['#', '*', 'm', 'ɵ', 'sː', 't', 'a', '*', 'ɧ'], 0.44
13, ['#', 'b', 'a', 'ɐ̯', 't'], ['#', 'ɧ', 'ɛ', '*', 'ɡː'], 0.46
14, ['#', '*', '*', 'k', 'ɪ', 'n'], ['#', 'h', 'ɑː', 'k', 'a', '*'], 0.54
45, ['#', 'ɡ', 'eː', 'h', 'ɪ', 'ɐ̯', 'n'], ['#', 'j', 'æː', 'ɳ', 'a', '*', '*'], 0.47
46, ['#', 'h', 'ɛ', 'ɐ̯', 't͡s', '*'], ['#', 'j', 'æː', '*', 'ʈ', 'a'], 0.53
49, ['#', 'aː', '*', 't', 'eː', 'm'], ['#', 'a', 'nː', 'd', 'a', '*'], 0.45
49, ['#', 'aː', '*', 't', 'eː', '*', 'm', '*', '*', '*'], ['#', 'a', 'nː', 'd', 'ɛ', 'd', 'r', 'ɛ', 'k', 't'], 0.6
50, ['#', 'h', 'ʊ', 'ŋ', 'ɐ', '*', '*'], ['#', 's', '*', 'v', 'ɛ', 'lː', 't'], 0.54
51, ['#', 't', 'ʁ', 'ɛː', 'n', 'ə'], ['#', 't', '*', 'oː', 'r', '*'], 0.44
53, ['#', 'ɡ', 'eː', 'ʁ', 'uː', 'χ'], ['#', 'l', 'ɵ', '*', 'kː', 't'], 0.54
54, ['#', 'ʃ', '*', '*', 'l', 'aː', 'f'], ['#', 's', 'ø', 'mː', 'n', '*', '*'], 0.61
59, ['#', 'ʃ', 't', 'ɐ', 'n', '*'], ['#', 'ɧ', '*', 'æː', 'ɳ', 'a'], 0.42
65, ['#', 'b', 'oː', 'd', 'ə', 'n', '*'], ['#', 'm', '*', '*', 'a', 'rː', 'k'], 0.55
66, ['#', 'ɛ', 'ɐ̯', 'd', 'ə'], ['#', 'j', 'uː', 'ɖ', '*'], 0.59
67, ['#', 'ʃ', 't', 'a', 'ʊ̯', 'p'], ['#', '*', 'd', 'a', '*', 'mː'], 0.47
68, ['#', 'ʁ', 'a', 'ʊ̯', 'χ'], ['#', 'r', '*', 'øː', 'k'], 0.46
69, ['#', '*', 'f', 'ʊ', 'ŋ', 'k', 'ə'], ['#', 'ɡ', 'n', 'ɪ', 'sː', 't', 'a'], 0.43
70, ['#', 'f', 'ɔ', 'ʏ̯', 'ɐ'], ['#', '*', 'ɛ', 'lː', 'd'], 0.67
71, ['#', 'l', 'ɪ', 'ç', 't'], ['#', 'j', '*', 'ʉː', 's'], 0.52
72, ['#', 'ʃ', 'a', 't', 'ə', '*', 'n'], ['#', 's', '*', 'k', 'ɵ', 'ɡː', 'a'], 0.51
75, ['#', 'v', 'ɔ', 'l', 'k', 'ə'], ['#', 'ɧ', '*', '*', '*', 'yː'], 0.65
75, ['#', 'v', 'ɔ', 'l', 'k', 'ə'], ['#', 'm', 'uː', 'l', '*', 'n'], 0.44
82, ['#', 'ʁ', 'a', '*', 'ʊ̯', 'ʁ', 'a', 'ɪ̯', 'f'], ['#', 'r', 'ɪ', 'mː', 'f', 'r', 'ɔ', 's', 't'], 0.53
84, ['#', 'd', 'ɔ', '*', 'n', 'ɐ'], ['#', '*', 'ɔ', 'sː', 'k', 'a'], 0.46
88, ['#', 'ʃ', 'm', 'ʊ', 't͡s'], ['#', '*', 'l', 'uː', 'ʈ'], 0.41
90, ['#', 'z', 'ʊ', 'm', '*', '*', 'p͡f'], ['#', 't', '*', 'r', 'ɛ', 'sː', 'k'], 0.59
92, ['#', 'v', 'iː', 'z', 'ə'], ['#', '*', 'ɛ', '*', 'ŋː'], 0.67
93, ['#', 'v', 'a', 'l', 't'], ['#', 's', 'k', 'uː', 'ɡ'], 0.54
94, ['#', 'h', 'yː', 'ɡ', 'ə', 'l'], ['#', 'h', 'ø', '*', 'jː', 'd'], 0.41
95, ['#', 'a', 'n', 'h', 'øː', 'h', 'ə'], ['#', '*', '*', 'h', 'ø', 'jː', 'd'], 0.57
95, ['#', 'a', 'n', 'h', 'øː', 'h', 'ə'], ['#', '*', 'b', '*', 'a', 'kː', 'ə'], 0.5
96, ['#', '*', 'b', 'ɛ', 'ɐ̯', 'k'], ['#', 'f', 'j', 'ɛ', '*', 'lː'], 0.53
97, ['#', 'ɡ', 'ɪ', 'p͡f', 'ə', 'l'], ['#', '*', '*', 't', 'ɔ', 'pː'], 0.57
98, ['#', '*', 'h', 'øː', 'l', 'ə'], ['#', 'ɡ', 'r', 'ɔ', 'tː', 'a'], 0.48
99, ['#', 'a', 'b', 'h', 'a', 'ŋ', '*'], ['#', 's', 'l', '*', 'ɛ', 'nː', 't'], 0.55
99, ['#', '*', '*', 'a', '*', 'b', 'h', 'a', 'ŋ'], ['#', 's', 'l', 'ɵ', 'tː', 'n', '*', 'ɪ', 'ŋ'], 0.56
102, ['#', 'f', 'l', 'ʊ', 's'], ['#', 'ɛ', 'lː', '*', 'v'], 0.5
103, ['#', 'uː', 'f', '*', 'ɐ', '*', '*'], ['#', 's', 't', 'r', 'a', 'nː', 'd'], 0.64
106, ['#', 'm', 'eː', 'ɐ̯'], ['#', 'h', 'ɑː', 'v'], 0.48
107, ['#', 'b', 'ʊ', 'χ', 't'], ['#', 'v', '*', 'iː', 'k'], 0.5
108, ['#', 'ɪ', 'n', 'z', 'ə', 'l'], ['#', '*', '*', '*', '*', 'øː'], 0.83
111, ['#', 'v', 'ʊ', 'ɐ̯', 't͡s', 'ə', 'l'], ['#', 'r', 'uː', '*', 't', '*', '*'], 0.53
112, ['#', '*', 'b', 'a', 'ʊ̯', 'm'], ['#', 't', 'r', 'ɛː', '*', 'd'], 0.51
114, ['#', 'ʁ', 'ɪ', 'n', 'd', 'ə'], ['#', 'b', 'a', 'rː', 'k', '*'], 0.41
115, ['#', 'a', 's', '*', 't'], ['#', 'ɡ', 'r', 'eː', 'n'], 0.56
117, ['#', 'b', '*', 'l', 'a', 't'], ['#', 'l', 'øː', 'v', '*', '*'], 0.62
118, ['#', 'b', '*', 'ɪ', 'ɐ̯', 'k', 'ə'], ['#', 'b', 'j', 'œ', 'rː', 'k', '*'], 0.49
119, ['#', 'k', 'iː', 'f', 'ɐ'], ['#', 't', 'a', '*', 'lː'], 0.51
120, ['#', 'v', 'a', 'ɪ̯', 'd', 'ə'], ['#', 'p', 'iː', '*', 'l', '*'], 0.51
121, ['#', '*', 't', 'a', 'n', 'ə'], ['#', 'ɡ', 'r', 'ɑː', 'n', '*'], 0.46
125, ['#', 'f', 'l', 'yː', 'ɡ', 'ə', 'l'], ['#', 'v', '*', 'ɪ', 'ŋː', 'ə', '*'], 0.44
126, ['#', 'k', 'l', 'a', 'ʊ̯', 'ə'], ['#', 'k', 'l', '*', 'øː', 'v'], 0.43
127, ['#', 'k', 'ʁ', 'a', 'l', 'ə'], ['#', 'k', '*', '*', 'l', 'uː'], 0.43
128, ['#', 'ʃ', 'v', 'a', 'n', 't͡s'], ['#', 'ɧ', '*', 'æː', '*', 'ʈ'], 0.44
132, ['#', 't', 'iː', 'ɐ̯'], ['#', 'j', 'ʉː', 'r'], 0.46
133, ['#', 'h', 'ɛ', 'ɐ̯', 'd', 'ə', '*'], ['#', 'f', '*', '*', 'l', 'ɔ', 'kː'], 0.53
135, ['#', 'b', 'ʊ', 'l', 'ə'], ['#', 'ɕ', 'ʉː', 'r', '*'], 0.43
141, ['#', 'b', '*', 'ɛː', 'ɐ̯'], ['#', 'b', 'j', 'œː', 'ɳ'], 0.43
142, ['#', 'a', 'ɪ̯', 'ç', 'h', 'œ', 'ɐ̯', 'n', 'ç', 'ə', 'n'], ['#', 'eː', '*', 'k', '*', 'ɔ', '*', 'r', '*', 'ə', '*'], 0.55
144, ['#', 'f', 'ʊ', 'k', 's'], ['#', '*', 'r', 'ɛː', 'v'], 0.66
151, ['#', 'h', 'aː', 'n'], ['#', 't', 'ɵ', 'pː'], 0.45
152, ['#', 'ɡ', 'a', 'n', 's'], ['#', 'ɡ', '*', 'oː', 's'], 0.4
153, ['#', 'a', 'd', 'l', 'ɐ'], ['#', 'œː', '*', 'ɳ', '*'], 0.56
158, ['#', 'k', 'ʊ', 'k', 'ʊ', 'k'], ['#', '*', '*', 'j', 'øː', 'k'], 0.49
161, ['#', '*', 'b', 'a', '*', 'ɐ̯', 'ʃ'], ['#', 'a', 'bː', 'ɔ', 'r', 'ə', '*'], 0.55
162, ['#', 'h', 'ɛ', 'ç', 't', '*'], ['#', 'j', 'ɛ', '*', 'dː', 'a'], 0.5
163, ['#', 'ʃ', 'l', 'a', 'ŋ', 'ə'], ['#', 'ɔ', 'rː', '*', 'm', '*'], 0.6
164, ['#', 'v', 'ʊ', 'ɐ̯', '*', 'm'], ['#', 'm', '*', 'a', 'sː', 'k'], 0.54
166, ['#', 'aː', 'm', 'a', 'ɪ̯', 'z', 'ə'], ['#', '*', 'm', '*', 'yː', 'r', 'a'], 0.45
170, ['#', 'ʃ', 'm', 'ɛ', 't', 'ɛ', 'ɐ̯', 'l', 'ɪ', 'ŋ'], ['#', 'f', 'j', '*', '*', 'æː', '*', 'r', 'ɪ', 'l'], 0.45
173, ['#', 'p', '*', 'ɪ', 'l', 't͡s'], ['#', 's', 'v', 'a', 'mː', 'p'], 0.42
174, ['#', 't͡s', 'v', 'iː', 'b', 'ə', 'l'], ['#', 'l', '*', 'øː', 'k', '*', '*'], 0.55
185, ['#', 'a', 'ɪ̯', 'z', 'ə', 'n'], ['#', '*', '*', 'j', 'æː', 'ɳ'], 0.49
192, ['#', 'm', 'ɛ', 'n', '*', 'ʃ', '*', '*'], ['#', 'm', 'ɛ', 'nː', 'ɪ', 's', 'k', 'a'], 0.41
194, ['#', 'f', 'ʁ', 'a', '*', 'ʊ̯'], ['#', 'k', 'v', 'ɪ', 'nː', 'a'], 0.42
195, ['#', 'k', 'ɪ', 'n', 't'], ['#', 'b', 'ɑː', 'ɳ', '*'], 0.42
197, ['#', '*', 'm', 'ɛ', 'd', 'ç', 'ə', 'n'], ['#', 'f', 'l', 'ɪ', '*', 'kː', 'a', '*'], 0.55
199, ['#', 'ɡ', 'ʁ', 'oː', 's', 'f', 'aː', 't', 'ɐ'], ['#', '*', 'm', 'ɔ', 'rː', 'f', 'a', 'r', '*'], 0.42
200, ['#', 'ɡ', 'ʁ', 'oː', 's', 'm', 'ʊ', 't', 'ɐ'], ['#', '*', 'f', 'a', 'rː', 'm', 'ɔ', 'r', '*'], 0.48
201, ['#', '*', '*', '*', 'ɛ', 'l', 't', '*', 'ɐ', 'n'], ['#', 'f', 'œː', 'r', 'ɛ', 'l', 'd', 'r', 'a', 'r'], 0.46
208, ['#', '*', 'ɔ', '*', 'ŋ', 'k', 'ə', 'l'], ['#', 'm', 'ɔ', 'rː', 'b', 'r', 'ɔ', 'r'], 0.44
211, ['#', 'eː', 'ə', '*', 'f', 'ʁ', 'a', 'ʊ̯'], ['#', 'h', 'ɵ', 'sː', 't', 'r', '*', 'ɵ'], 0.54
213, ['#', '*', 'ɡ', 'ə', 'l', 'ɛ', 'ç', 't', 'ɐ'], ['#', 'oː', 't', '*', 'l', 'ø', 'j', '*', 'ə'], 0.46
215, ['#', 'k', 'ʊ', '*', 'm', 'ɐ'], ['#', 's', 'ɔ', 'rː', 'ɡ', '*'], 0.51
216, ['#', 'v', 'ʊ', 'n', 'ʃ', '*', '*', '*'], ['#', '*', 'ø', 'nː', 's', 'k', 'a', 'n'], 0.57
218, ['#', 'ɡ', 'a', 'ɪ̯', 's', 't'], ['#', '*', 'a', 'nː', 'd', 'ə'], 0.57
220, ['#', 'ɡ', 'ə', 'd', 'ɛ', 'ç', 't', 'n', 'ɪ', 's'], ['#', 'm', 'ɪ', '*', '*', '*', '*', 'nː', 'ə', '*'], 0.59
222, ['#', '*', '*', 'z', 'ɪ', 'n'], ['#', 'm', 'eː', 'n', 'ɪ', 'ŋ'], 0.4
222, ['#', '*', '*', '*', '*', 'z', 'ɪ', 'n', '*', '*'], ['#', 'b', 'ə', 't', 'yː', 'd', 'ɛ', 'l', 's', 'ə'], 0.67
223, ['#', 'ɡ', 'ʁ', 'ʊ', 'n', 't'], ['#', '*', 'ɧ', 'ɛː', 'l', '*'], 0.54
224, ['#', 'v', 'aː', 'ɐ̯', 'h', 'a', 'ɪ̯', 't'], ['#', 's', 'a', '*', '*', 'nː', 'ɪ', 'ŋ'], 0.53
225, ['#', 'ɡ', 'ə', 's', 'p', 'ʁ', 'ɛ', 'ç'], ['#', 's', 'a', 'mː', 't', '*', 'a', 'l'], 0.44
226, ['#', 'm', 'ɛ', 'ɐ̯', 'ç', 'ə', 'n', '*'], ['#', '*', '*', '*', 's', 'ɑː', 'ɡ', 'a'], 0.63
227, ['#', '*', 'ɛ', '*', 'ɐ̯', 't͡s', 'ɛː', 'l', '*', 'ʊ', 'ŋ'], ['#', 'b', 'ə', 'r', 'ɛ', 'tː', 'ɛ', 'l', 's', 'ə', '*'], 0.48
228, ['#', 'n', 'a', '*', 'χ', 'ʁ', 'ɪ', 'ç', 't', '*'], ['#', 'm', 'ɛ', 'dː', 'ɛ', 'l', 'a', 'n', 'd', 'ə'], 0.47
229, ['#', 'n', 'ɔ', 'ʏ̯', 'ɪ', 'ɡ', 'k', 'a', 'ɪ̯', 't'], ['#', 'n', '*', '*', '*', 'yː', 'h', 'ə', '*', 't'], 0.57
232, ['#', 'ʁ', 'eː', 'd', 'ə'], ['#', 't', 'ɑː', 'l', '*'], 0.43
235, ['#', 'v', 'ɔ', 'ɐ̯', 't'], ['#', '*', 'uː', '*', 'ɖ'], 0.55
238, ['#', 'l', 'ɛ', 'ɐ̯', 'm', '*', '*'], ['#', 'b', '*', '*', 'r', 'oː', 'k'], 0.69
239, ['#', 'l', 'a', 'ʊ̯', 't'], ['#', 'j', '*', 'ʉː', 'd'], 0.42
241, ['#', 'l', 'iː', 't'], ['#', 's', 'ɔ', 'ŋː'], 0.47
242, ['#', 'ʁ', 'uː', '*', 'ə'], ['#', 'l', 'ɵ', 'ŋː', 'n'], 0.55
243, ['#', 'l', 'ɔ', 'ʏ̯', 't', 'ə'], ['#', 'f', 'ɔ', 'lː', 'k', '*'], 0.45
247, ['#', 'ɡ', 'ɛ', 'ʃ', 'ɛ', 'ŋ', 'k'], ['#', 'ɡ', 'oː', 'v', 'a', '*', '*'], 0.44
248, ['#', 'ʃ', 'p', 'iː', 'l'], ['#', '*', 'l', 'eː', 'k'], 0.46
249, ['#', 'ɡ', 'ə', 'z', 'ɛ', 'l', 'ʃ', 'a', 'f', 't'], ['#', 's', 'ɛ', 'lː', '*', 's', 'k', 'a', '*', 'p'], 0.42
251, ['#', 'f', 'ʁ', 'ɔ', 'ʏ̯', 'n', 't'], ['#', '*', 'v', 'ɛ', '*', 'nː', '*'], 0.53
253, ['#', 'a', 'ŋ', 'eː', 'l', 'eː', 'ɡ', 'ɛ', 'n', 'h', 'a', 'ɪ̯', 't'], ['#', '*', '*', 'æː', 'r', 'ɛ', 'n', '*', 'd', '*', 'ə', '*', '*'], 0.57
255, ['#', '*', '*', 'a', 'ɐ̯', 't'], ['#', 's', 'l', 'ɑː', '*', 'ɡ'], 0.62
259, ['#', 'k', 'ʁ', 'a', '*', '*', 'ɪ̯', 's'], ['#', '*', 's', 'ɪ', 'rː', 'k', 'ə', 'l'], 0.55
265, ['#', 'ɡ', 'eː', 'ɡ', 'ə', 'n', 't'], ['#', 't', '*', 'r', 'a', 'kː', 't'], 0.41
267, ['#', '*', 'ɔ', 'ɐ̯', '*', 't'], ['#', 'p', 'l', 'a', 'tː', 's'], 0.59
267, ['#', '*', '*', 'ɔ', '*', 'ɐ̯', 't'], ['#', 's', 't', 'ɛ', 'lː', 'ə', '*'], 0.65
270, ['#', 'ɡ', 'ə', 'ɡ', 'ɛ', 'n', 's', 't', 'a', 'n', 't'], ['#', 'f', 'œː', 'r', 'ɛ', 'm', '*', '*', 'ɔ', 'l', '*'], 0.48
274, ['#', 'ɛ', 'k', 'ə'], ['#', 'v', 'r', 'oː'], 0.53
274, ['#', '*', 'ɛ', 'k', 'ə'], ['#', 'h', 'œː', '*', 'ɳ'], 0.67
280, ['#', '*', 'ɡ', '*', 'ʁ', 'øː', 's', 'ə'], ['#', 's', 't', 'uː', 'ɭ', 'ɛ', 'k', '*'], 0.58
283, ['#', 'ɡ', 'ə', 'v', 'ɪ', 'ç', 't'], ['#', 't', '*', '*', 'ʏ', 'ŋː', 'd'], 0.5
285, ['#', 'h', 'a', 'ʊ̯', 'f', 'ə', 'n'], ['#', 'h', '*', '*', '*', 'øː', 'ɡ'], 0.56
286, ['#', 'ʁ', 'a', 'ɪ̯', 'h', 'ə'], ['#', 'r', 'ɑː', '*', '*', 'd'], 0.62
291, ['#', 'l', 'aː', 'ɡ', 'ɛ', 'ɐ̯', 'f', 'ɔ', 'ʏ̯', 'ɐ'], ['#', 'l', 'ɛː', 'j', 'ɛ', '*', 'r', 'ɛ', 'l', 'd'], 0.42
292, ['#', 'l', 'a', 's', 't', '*'], ['#', 'b', 'œː', '*', 'ɖ', 'a'], 0.54
295, ['#', 'n', 'ɔ', 'ɐ̯', 'd', 'ə', 'n'], ['#', 'n', 'ɔ', '*', '*', '*', 'rː'], 0.49
299, ['#', 'h', 'ɔ', 'l', 't͡s'], ['#', 't', '*', 'r', 'ɛː'], 0.52
304, ['#', 'ʃ', '*', 't', 'ɔ', 'k'], ['#', 'p', 'ɪ', 'nː', 'ə', '*'], 0.56
306, ['#', 'ʁ', 'oː', 'ɐ̯'], ['#', 'r', 'œː', 'r'], 0.41
309, ['#', 'oː', 'f', 'ə', 'n'], ['#', 'ɵ', '*', 'ŋː', 'n'], 0.45
310, ['#', 'f', 'uː', 's', 'b', 'oː', 'd', 'ə', 'n'], ['#', '*', '*', '*', 'ɡ', 'ɔ', 'lː', '*', 'v'], 0.57
315, ['#', 'ʁ', 'eː', 'ɡ', 'aː', 'l'], ['#', 'h', 'ʏ', 'lː', 'a', '*'], 0.43
316, ['#', 'k', 'ɪ', 's', '*', 't', 'ə'], ['#', '*', '*', 'l', 'oː', 'd', 'a'], 0.55
320, ['#', '*', 't͡s', 'a', '*', 'ʊ̯', 'n'], ['#', 's', 't', 'ɑː', 'k', 'ə', 't'], 0.48
320, ['#', '*', 't͡s', 'a', '*', '*', 'ʊ̯', 'n'], ['#', 's', 't', 'ɛ', 'ŋː', 's', 'ə', 'l'], 0.49
322, ['#', '*', 'l', 'a', 'ɪ̯', 't', 'ɐ'], ['#', 's', 't', 'eː', '*', 'ɡ', 'ə'], 0.46
323, ['#', 'b', 'eː', 'z', 'ə', '*', 'n'], ['#', 'k', '*', 'v', 'a', 'sː', 't'], 0.45
327, ['#', 'l', 'œ', 'f', 'ə', 'l'], ['#', '*', '*', 'ɧ', 'eː', 'd'], 0.44
328, ['#', '*', 'm', 'ɛ', 's', 'ɐ'], ['#', 'k', 'n', 'iː', 'v', '*'], 0.47
329, ['#', 'n', 'aː', 'ɡ', 'ə', 'l'], ['#', 's', '*', 'p', 'iː', 'k'], 0.47
331, ['#', 'h', '*', 'aː', 'k', 'ə', 'n'], ['#', 'k', 'r', 'uː', 'k', '*', '*'], 0.56
332, ['#', 'ɡ', '*', 'ʁ', 'ɪ', 'f'], ['#', 't', 'ɑː', 'ɡ', '*', '*'], 0.62
332, ['#', 'ɡ', 'ʁ', 'ɪ', '*', '*', 'f', '*', '*'], ['#', '*', 'h', 'a', 'nː', 'd', 't', 'a', 'ɡ'], 0.65
338, ['#', 'b', 'ʏ', 'n', 'd', 'ə', '*', 'l'], ['#', 'k', '*', 'n', '*', 'ɪ', 'pː', 'a'], 0.57
340, ['#', 'a', 'ɪ̯', 'm', 'ɐ'], ['#', 'h', 'ɪ', 'nː', 'k'], 0.51
340, ['#', 'a', 'ɪ̯', 'm', 'ɐ', '*'], ['#', 'ɛ', 'mː', 'b', 'a', 'r'], 0.41
341, ['#', 'd', 'ɛ', 'k', 'ə', 'l'], ['#', 'l', 'ɔ', 'kː', '*', '*'], 0.46
342, ['#', 'ɡ', 'ɛ', '*', 'ʃ', '*', 'ɪ', 'ʁ'], ['#', 'p', 'ɔ', 'rː', 's', 'l', 'ɪ', 'n'], 0.4
344, ['#', 't', 'a', 's', 'ə'], ['#', 'k', 'ɔ', '*', 'pː'], 0.52
345, ['#', '*', 't', 'ɔ', 'p͡f', '*'], ['#', 'ɡ', 'r', 'yː', 't', 'a'], 0.53
345, ['#', '*', '*', '*', 't', '*', 'ɔ', 'p͡f'], ['#', 'k', 'a', 'sː', 't', 'r', 'ɵ', 'l'], 0.57
347, ['#', 'ɛ', 's', 'ə', 'n'], ['#', '*', 'm', 'oː', 'l'], 0.46
349, ['#', 'ʃ', 'p', 'a', 'ɪ̯', 'z', 'ə', '*'], ['#', '*', 'm', 'ɑː', 't', 'r', 'ɛ', 't'], 0.51
350, ['#', 'f', 'l', 'a', 'ɪ̯', 'ʃ'], ['#', 'ɕ', '*', 'ø', '*', 'tː'], 0.51
351, ['#', 'ɡ', 'ə', 't', 'ʁ', 'a', 'ɪ̯', 'd', 'ə'], ['#', '*', '*', 's', '*', 'ɛː', '*', 'd', '*'], 0.61
351, ['#', '*', 'ɡ', 'ə', 't', 'ʁ', 'a', 'ɪ̯', 'd', 'ə'], ['#', 's', 'p', 'a', 'nː', 'm', 'ɔ', '*', 'l', '*'], 0.53
352, ['#', 'b', 'ʁ', 'a', 'ɪ̯'], ['#', 'ɡ', 'r', 'øː', 't'], 0.42
356, ['#', '*', 'b', 'ʊ', 't', 'ɐ'], ['#', 's', 'm', 'œː', 'r', '*'], 0.52
357, ['#', 'øː', 'l', '*', '*'], ['#', 'ɔ', 'lː', 'j', 'a'], 0.52
364, ['#', 'v', 'ɔ', 'l', 'ə'], ['#', '*', 'ɵ', 'lː', '*'], 0.47
365, ['#', 'ʃ', '*', 't', 'ɔ', 'f'], ['#', 't', 'yː', 'ɡ', '*', '*'], 0.62
366, ['#', 'n', 'aː', 'd', 'ə', 'l'], ['#', 'n', '*', '*', 'oː', 'l'], 0.42
372, ['#', 'h', 'ɛ', 'm', 't', '*'], ['#', 'ɧ', '*', 'uː', 'ʈ', 'a'], 0.57
374, ['#', 'ɛ', 'ɐ̯', 'm', 'ə', 'l'], ['#', 'æ', 'rː', 'm', '*', '*'], 0.51
375, ['#', 'h', 'oː', '*', 'z', 'ə', '*'], ['#', 'b', 'ʏ', 'k', 'sː', 'ɔ', 'r'], 0.54
384, ['#', 'ʁ', 'iː', 'm', 'ə', 'n'], ['#', 'r', 'ɛ', 'mː', '*', '*'], 0.49
388, ['#', 'k', 'ɪ', 's', 'ə', 'n'], ['#', 'd', 'yː', 'n', 'a', '*'], 0.42
393, ['#', 'ɡ', 'ə', 'z', 'ʊ', 'n', 'd', 'h', 'a', 'ɪ̯', 't'], ['#', 'h', 'ɛ', '*', '*', '*', 'lː', 's', 'a', '*', '*'], 0.58
394, ['#', 'k', 'ʁ', 'a', 'ŋ', 'k', 'h', 'a', 'ɪ̯', 't'], ['#', '*', 'ɧ', 'ɵ', '*', 'kː', 'd', 'ɔ', '*', 'm'], 0.56
396, ['#', 'v', 'ʊ', 'n', 'd', 'ə'], ['#', 's', 'oː', '*', 'r', '*'], 0.47
398, ['#', '*', 'a', '*', 'ɐ̯', 't͡s', 'n', 'a', 'ɪ̯'], ['#', 'm', 'eː', 'd', 'ɪ', 's', '*', 'ɪ', 'n'], 0.57
398, ['#', '*', 'a', '*', 'ɐ̯', 't͡s', '*', 'n', 'a', 'ɪ̯'], ['#', 'l', 'ɛː', 'ɕ', 'ɛ', 'm', 'ɛ', 'd', 'ə', 'l'], 0.54
399, ['#', 'b', 'ʁ', 'ʏ', 'k', 'ə'], ['#', 'b', 'r', 'uː', '*', '*'], 0.47
404, ['#', 'ʃ', 't', 'ʁ', 'aː', 's', 'ə'], ['#', '*', '*', 'ɡ', 'ɑː', 't', 'a'], 0.42
405, ['#', 'd', 'ɔ', 'ɐ̯', 'f'], ['#', 'b', '*', '*', 'yː'], 0.64
420, ['#', '*', 'a', '*', 'ɐ̯', 't͡s', 't'], ['#', 'l', 'ɛː', 'k', 'a', 'r', 'ə'], 0.54
422, ['#', 'ɡ', 'ɛ', '*', 'l', 't'], ['#', 'p', 'ɛ', 'ŋː', 'a', 'r'], 0.47
423, ['#', '*', '*', 'ɡ', 'ə', '*', 'ʃ', 'ɛ', 'f', 't'], ['#', 'r', 'œː', 'r', 'ɛ', 'l', 's', 'ə', '*', '*'], 0.58
424, ['#', 'l', 'aː', '*', 'd', 'ə', 'n'], ['#', '*', 'a', 'f', 'fː', 'æ', 'r'], 0.46
